"","...1","gene_name","LipidProbe","logFC","pvalue","hit_annotation"
"409",817,"EIF5B","PA",-0.9652211,0.1713992,"no hit"
"410",819,"DSTN","PA",0.4122759,0.1724723,"no hit"
"411",821,"ATP5B","PA",0.6481431,0.1725493,"no hit"
"412",823,"TXNL1","PA",-0.5509991,0.1734693,"no hit"
"413",825,"PRDX2","PA",-0.7865315,0.175715,"no hit"
"414",827,"HSPA13","PA",0.4182579,0.1760926,"no hit"
"415",829,"SERPINH1","PA",0.9489722,0.1769333,"no hit"
"416",831,"AHCY","PA",-0.3680976,0.1802514,"no hit"
"417",833,"WDR61","PA",-0.534753,0.1806211,"no hit"
"418",835,"DYNC1H1","PA",-0.9744223,0.1809552,"no hit"
"419",837,"PHB2","PA",1.0352517,0.1812454,"no hit"
"420",839,"CAT","PA",0.5579615,0.18141,"no hit"
"421",841,"EIF3K","PA",-0.3610334,0.181426,"no hit"
"422",843,"PRKAR2A","PA",-0.2634099,0.1821578,"no hit"
"423",845,"RPL38","PA",-1.3763703,0.1822352,"no hit"
"424",847,"ACSL4","PA",0.9251326,0.1822896,"no hit"
"425",849,"NPR3","PA",0.3784486,0.18241,"no hit"
"426",851,"HLA-C","PA",0.3664717,0.1843322,"no hit"
"427",853,"LARP4","PA",-0.8570415,0.1843746,"no hit"
"428",855,"XPO1","PA",-0.4884276,0.184972,"no hit"
"429",857,"PRMT1","PA",-0.4148341,0.1861481,"no hit"
"430",859,"ITGA3","PA",0.4757438,0.1862523,"no hit"
"431",861,"RACGAP1","PA",1.2548032,0.1863014,"no hit"
"432",863,"RPLP1","PA",-0.6976493,0.1880194,"no hit"
"433",865,"MYO1B","PA",1.0768574,0.1884016,"no hit"
"434",867,"SLC35B2","PA",-0.4295009,0.1891595,"no hit"
"435",869,"HSPA8","PA",-0.3693488,0.1905722,"no hit"
"436",871,"PSMA2","PA",-0.3567348,0.1908187,"no hit"
"437",873,"AP2A1","PA",0.4433187,0.1915044,"no hit"
"438",875,"TOR1AIP2","PA",0.4197331,0.1921655,"no hit"
"439",877,"ACTN1","PA",0.9289429,0.1938871,"no hit"
"440",879,"PGRMC1","PA",0.4523851,0.1948146,"no hit"
"441",881,"ACTN4","PA",1.2041321,0.1955819,"no hit"
"442",883,"PABPC4","PA",-0.6944954,0.1959278,"no hit"
"443",885,"G3BP1","PA",-0.9409152,0.1964417,"no hit"
"444",887,"ADRM1","PA",-0.5774512,0.1966368,"no hit"
"445",889,"P4HA1","PA",0.4905861,0.1977732,"no hit"
"446",891,"CMPK1","PA",-0.5004241,0.1978787,"no hit"
"447",893,"HPRT1","PA",-0.6949907,0.1993951,"no hit"
"448",895,"GRB2","PA",-0.5558618,0.200744,"no hit"
"449",897,"SLC6A9","PA",0.3530572,0.2012579,"no hit"
"450",899,"NASP","PA",-0.5373574,0.2024011,"no hit"
"451",901,"ECHS1","PA",0.7161459,0.2028539,"no hit"
"452",903,"FDFT1","PA",0.5369991,0.2040962,"no hit"
"453",905,"CRELD1","PA",0.3407067,0.2045007,"no hit"
"454",907,"PTPRF","PA",0.7766446,0.2048545,"no hit"
"455",909,"SLC2A1","PA",0.3761336,0.2057072,"no hit"
"456",911,"EIF4A3","PA",-0.7338368,0.2057364,"no hit"
"457",913,"MYO1C","PA",1.2340096,0.2060303,"no hit"
"458",915,"MGST1","PA",0.6989488,0.2068239,"no hit"
"459",917,"TXLNG","PA",-0.8441387,0.2068484,"no hit"
"460",919,"GORASP2","PA",-0.5605087,0.2071039,"no hit"
"461",921,"7-Sep","PA",-1.2334307,0.2071909,"no hit"
"462",923,"ASPH","PA",0.9251205,0.2073504,"no hit"
"463",925,"GDPD3","PA",0.3772271,0.207759,"no hit"
"464",927,"SNTB2","PA",0.5476806,0.2080427,"no hit"
"465",929,"HPCAL1","PA",-0.5952747,0.2081707,"no hit"
"466",931,"CLPTM1","PA",0.4093705,0.2088599,"no hit"
"467",933,"2-Sep","PA",-0.8926841,0.2095095,"no hit"
"468",935,"DNAJB11","PA",0.909842,0.2109674,"no hit"
"469",937,"TMEM259","PA",0.4572342,0.2135374,"no hit"
"470",939,"CD276","PA",0.3194928,0.2136433,"no hit"
"471",941,"ITGA1","PA",0.7363086,0.2178101,"no hit"
"472",943,"CKAP4","PA",1.0374425,0.218704,"no hit"
"473",945,"ALDOA","PA",-0.4578697,0.2198786,"no hit"
"474",947,"VASN","PA",0.3945106,0.2206697,"no hit"
"475",949,"TXLNA","PA",-0.7825708,0.2223436,"no hit"
"476",951,"LGALS3","PA",0.3152423,0.2228815,"no hit"
"477",953,"ECI2","PA",0.7559716,0.2230628,"no hit"
"478",955,"AUP1","PA",0.7653565,0.2247176,"no hit"
"479",957,"KIF23","PA",1.3762028,0.2249349,"no hit"
"480",959,"DDX39B","PA",-0.4483316,0.2278352,"no hit"
"481",961,"ARPC2","PA",0.8387718,0.2294064,"no hit"
"482",963,"PSMB4","PA",-0.4262704,0.2300335,"no hit"
"483",965,"FKBP10","PA",0.4576698,0.2301868,"no hit"
"484",967,"MBOAT7","PA",0.5866982,0.2301932,"no hit"
"485",969,"CLPP","PA",0.4817375,0.2305996,"no hit"
"486",971,"LIMA1","PA",0.7611764,0.2311615,"no hit"
"487",973,"PODXL2","PA",0.3814965,0.2315324,"no hit"
"488",975,"TKT","PA",-0.3688553,0.2315713,"no hit"
"489",977,"DDX6","PA",-0.8606561,0.2327959,"no hit"
"490",979,"HMGB1","PA",-0.7689009,0.2341188,"no hit"
"491",981,"ATP2A2","PA",0.5280694,0.2350848,"no hit"
"492",983,"RSU1","PA",-0.529302,0.2352318,"no hit"
"493",985,"S100A16","PA",-0.3952593,0.2363937,"no hit"
"494",987,"CCDC47","PA",0.9389928,0.2368414,"no hit"
"495",989,"HADHA","PA",0.4662461,0.2393573,"no hit"
"496",991,"MTHFD1","PA",-0.9865059,0.2396704,"no hit"
"497",993,"PSMA7","PA",-0.2666472,0.2407575,"no hit"
"498",995,"ITGB1","PA",0.6028352,0.2430567,"no hit"
"499",997,"CAP1","PA",-0.467502,0.2434228,"no hit"
"500",999,"ATP6AP2","PA",0.4593696,0.245817,"no hit"
"501",1001,"NRAS","PA",-0.355589,0.2459363,"no hit"
"502",1003,"ABCF2","PA",-0.838477,0.2464148,"no hit"
"503",1005,"SLC22A18","PA",0.4999536,0.2465142,"no hit"
"504",1007,"MYO1E","PA",1.037495,0.2482288,"no hit"
"505",1009,"PGRMC2","PA",0.5230338,0.2494738,"no hit"
"506",1011,"CD109","PA",0.5226382,0.2494741,"no hit"
"507",1013,"PABPC1","PA",-0.7657607,0.2502205,"no hit"
"508",1015,"COMT","PA",0.3793053,0.2502978,"no hit"
"509",1017,"SACM1L","PA",0.6798284,0.250487,"no hit"
"510",1019,"GARS","PA",-0.5564182,0.2531211,"no hit"
"511",1021,"REEP6","PA",-0.3948524,0.2555428,"no hit"
"512",1023,"CSPG4","PA",0.3372564,0.2574308,"no hit"
"513",1025,"RPL18A","PA",-0.8012599,0.2577255,"no hit"
"514",1027,"WLS","PA",0.3405494,0.2585101,"no hit"
"515",1029,"HNRNPA1","PA",-0.7122415,0.2596919,"no hit"
"516",1031,"CXADR","PA",0.3314016,0.2596961,"no hit"
"517",1033,"TMX3","PA",0.3871463,0.2613083,"no hit"
"518",1035,"SCAMP1","PA",-0.3356148,0.2623313,"no hit"
"519",1037,"EIF1AY|EIF1AX","PA",-0.9107681,0.2623737,"no hit"
"520",1039,"TAP1","PA",0.5026019,0.2644086,"no hit"
"521",1041,"RBMX","PA",-0.646381,0.2654104,"no hit"
"522",1043,"CLTC","PA",-0.6017355,0.2672966,"no hit"
"523",1045,"TM9SF4","PA",-0.3620671,0.2680679,"no hit"
"524",1047,"FXR1","PA",-0.813101,0.2688156,"no hit"
"525",1049,"ERH","PA",-0.5510695,0.2701238,"no hit"
"526",1051,"ANXA4","PA",-0.3897706,0.2713977,"no hit"
"527",1053,"VAMP3","PA",-0.3572429,0.2717534,"no hit"
"528",1055,"LDLR","PA",-0.3726042,0.2733777,"no hit"
"529",1057,"10-Sep","PA",-0.8078085,0.2742079,"no hit"
"530",1059,"PODXL","PA",0.436464,0.2764118,"no hit"
"531",1061,"CFL1","PA",0.3755804,0.2771756,"no hit"
"532",1063,"GEMIN5","PA",-0.9234248,0.2773421,"no hit"
"533",1065,"CNPY2|F8W031","PA",0.6198838,0.2774079,"no hit"
"534",1067,"VIM","PA",-0.7550759,0.277643,"no hit"
"535",1069,"RPS25","PA",-1.0555336,0.2778374,"no hit"
"536",1071,"SLC44A1","PA",0.5331593,0.2799447,"no hit"
"537",1073,"TM9SF3","PA",-0.4410135,0.2804642,"no hit"
"538",1075,"VDAC1","PA",0.4891815,0.2832936,"no hit"
"539",1077,"METAP2","PA",-1.1672268,0.2838974,"no hit"
"540",1079,"AP2M1","PA",0.6692516,0.2839912,"no hit"
"541",1081,"NCEH1","PA",0.389553,0.2842689,"no hit"
"542",1083,"GPRC5A","PA",0.5835683,0.2844384,"no hit"
"543",1085,"SCAMP2","PA",-0.3611587,0.2845094,"no hit"
"544",1087,"APMAP","PA",0.4756683,0.2868441,"no hit"
"545",1089,"GPD2","PA",0.7016824,0.2878149,"no hit"
"546",1091,"RPS7","PA",-0.8317582,0.2886797,"no hit"
"547",1093,"PSMB1","PA",-0.3880081,0.2891161,"no hit"
"548",1095,"SLC16A1","PA",0.2446925,0.2914283,"no hit"
"549",1097,"P4HB","PA",0.5295123,0.2925002,"no hit"
"550",1099,"ANXA2","PA",0.2289044,0.2959714,"no hit"
"551",1101,"FARSB","PA",-0.6211158,0.2960562,"no hit"
"552",1103,"RAB27B","PA",0.3835296,0.2963088,"no hit"
"553",1105,"VAPA","PA",0.5013389,0.2965477,"no hit"
"554",1107,"RAB1B","PA",-0.3824102,0.2980556,"no hit"
"555",1109,"9-Sep","PA",-0.9908514,0.2982647,"no hit"
"556",1111,"DEGS1","PA",0.3264638,0.3008159,"no hit"
"557",1113,"DLG1","PA",0.268508,0.3014211,"no hit"
"558",1115,"ZMPSTE24","PA",0.4647001,0.3040662,"no hit"
"559",1117,"RABAC1","PA",-0.4214853,0.3040845,"no hit"
"560",1119,"CSDE1","PA",-0.8677602,0.3051104,"no hit"
"561",1121,"SCD","PA",0.4187249,0.3058105,"no hit"
"562",1123,"SLC5A6","PA",-0.2534202,0.3077571,"no hit"
"563",1125,"HDGF","PA",-0.3794429,0.3080303,"no hit"
"564",1127,"FAU","PA",-1.2183756,0.3086996,"no hit"
"565",1129,"S100A13","PA",-0.5376245,0.3089895,"no hit"
"566",1131,"RPL5","PA",-0.6903833,0.309751,"no hit"
"567",1133,"PLD3","PA",0.2875705,0.309841,"no hit"
"568",1135,"TPM4","PA",0.4376922,0.3109776,"no hit"
"569",1137,"RPS14","PA",-0.7317541,0.3128199,"no hit"
"570",1139,"STT3B","PA",1.2871175,0.3142492,"no hit"
"571",1141,"FUBP1","PA",-0.3619687,0.3153676,"no hit"
"572",1143,"SFPQ","PA",-0.5062834,0.3154967,"no hit"
"573",1145,"ESYT1","PA",0.6876612,0.3183955,"no hit"
"574",1147,"M6PR","PA",-0.5028284,0.320501,"no hit"
"575",1149,"FLVCR1","PA",0.3130558,0.3209768,"no hit"
"576",1151,"RUVBL2","PA",-0.5663251,0.3221846,"no hit"
"577",1153,"CORO1C","PA",0.5854411,0.3242751,"no hit"
"578",1155,"RPL14","PA",-1.0125213,0.3250588,"no hit"
"579",1157,"TMEM165","PA",-0.4216952,0.3262406,"no hit"
"580",1159,"NCL","PA",0.3709587,0.3266669,"no hit"
"581",1161,"IKBIP","PA",0.7831438,0.3269566,"no hit"
"582",1163,"EIF2A","PA",-0.6542443,0.3272351,"no hit"
"583",1165,"SEC61B","PA",0.3143726,0.3276498,"no hit"
"584",1167,"PSMA3","PA",-0.404046,0.327942,"no hit"
"585",1169,"CYB5R3","PA",0.4456785,0.3290754,"no hit"
"586",1171,"AK2","PA",0.5170853,0.3293545,"no hit"
"587",1173,"RPL24","PA",-0.9191877,0.3362564,"no hit"
"588",1175,"RPL36A|RPL36A-HNRNPH2","PA",-0.8823112,0.3364819,"no hit"
"589",1177,"ARPC4-TTLL3|ARPC4","PA",0.3463547,0.3367566,"no hit"
"590",1179,"DDX3X","PA",-0.7297179,0.3378197,"no hit"
"591",1181,"HLA-A","PA",0.2389993,0.3387667,"no hit"
"592",1183,"TMX2","PA",0.33174,0.3411925,"no hit"
"593",1185,"STX10","PA",-0.3488578,0.3420549,"no hit"
"594",1187,"CALR","PA",0.3275359,0.3420856,"no hit"
"595",1189,"PPP3CA","PA",-0.238898,0.3423152,"no hit"
"596",1191,"EIF3G","PA",-0.8235661,0.342382,"no hit"
"597",1193,"RPLP0","PA",-0.6730905,0.3433146,"no hit"
"598",1195,"SLC7A2","PA",-0.2848604,0.3448875,"no hit"
"599",1197,"SLC31A1","PA",0.2908689,0.3458152,"no hit"
"600",1199,"RPS8","PA",-0.8715098,0.346118,"no hit"
"601",1201,"TMED5","PA",-0.4449062,0.3470317,"no hit"
"602",1203,"RPL35","PA",-0.9043925,0.348088,"no hit"
"603",1205,"SCP2","PA",0.5047331,0.3484288,"no hit"
"604",1207,"E9PAM4|PI4K2A","PA",-0.3162002,0.3495461,"no hit"
"605",1209,"RPL11","PA",-0.8546576,0.3500932,"no hit"
"606",1211,"RPL15","PA",-0.797802,0.3502915,"no hit"
"607",1213,"TSPAN4","PA",0.6361595,0.3508632,"no hit"
"608",1215,"RPS20","PA",-0.873913,0.3543163,"no hit"
"609",1217,"TECR","PA",0.7546452,0.3547755,"no hit"
"610",1219,"NAPA","PA",-0.2622515,0.3551982,"no hit"
"611",1221,"KDSR","PA",0.3551705,0.3584189,"no hit"
"612",1223,"ITGA2","PA",0.5012052,0.3592761,"no hit"
"613",1225,"XRCC5","PA",-0.5917313,0.3605306,"no hit"
"614",1227,"SYNCRIP","PA",-0.5910552,0.3608183,"no hit"
"615",1229,"SURF4","PA",-0.2996728,0.3612315,"no hit"
"616",1231,"SYPL1","PA",-0.546815,0.3617302,"no hit"
"617",1233,"FKBP9","PA",0.385595,0.3620501,"no hit"
"618",1235,"RPL7","PA",-0.8038363,0.3623667,"no hit"
"619",1237,"MICA","PA",0.3456726,0.3624216,"no hit"
"620",1239,"RPL36","PA",-0.9026262,0.3626459,"no hit"
"621",1241,"RPS3A","PA",-0.7393476,0.3650739,"no hit"
"622",1243,"CYB5B","PA",0.5613273,0.3671943,"no hit"
"623",1245,"RHEB","PA",0.2058517,0.3682448,"no hit"
"624",1247,"SEC61A1","PA",0.2966841,0.3688266,"no hit"
"625",1249,"PDIA4","PA",0.6446313,0.368855,"no hit"
"626",1251,"P4HA2","PA",0.4168585,0.3718328,"no hit"
"627",1253,"PSMA4","PA",-0.2404741,0.3721474,"no hit"
"628",1255,"UQCRB","PA",0.7334598,0.3729699,"no hit"
"629",1257,"RPL23A","PA",-0.772157,0.3731138,"no hit"
"630",1259,"RPS17","PA",-0.8838204,0.3731412,"no hit"
"631",1261,"RPS3","PA",-0.7743381,0.3734615,"no hit"
"632",1263,"PLEC","PA",-0.5750348,0.3758303,"no hit"
"633",1265,"LGALS3BP","PA",0.2572816,0.3772971,"no hit"
"634",1267,"EEF2","PA",-0.6237502,0.3809253,"no hit"
"635",1269,"RAB1A","PA",-0.2464567,0.38114,"no hit"
"636",1271,"RPS11","PA",-0.735422,0.3814275,"no hit"
"637",1273,"RPS2","PA",-0.8145821,0.3816428,"no hit"
"638",1275,"TMEM33","PA",0.2773073,0.3817426,"no hit"
"639",1277,"RPL13","PA",-0.8333597,0.3820103,"no hit"
"640",1279,"RPL22","PA",-0.7907898,0.3822431,"no hit"
"641",1281,"CLCC1","PA",0.3326902,0.3825695,"no hit"
"642",1283,"RPS9","PA",-0.8120057,0.3860102,"no hit"
"643",1285,"RPS24","PA",-0.8573689,0.3870024,"no hit"
"644",1287,"RPL34","PA",-0.9369821,0.3878728,"no hit"
"645",1289,"EIF3F","PA",-0.3842297,0.3878973,"no hit"
"646",1291,"MATR3","PA",-0.3896702,0.38809,"no hit"
"647",1293,"NIT2","PA",-0.2491599,0.3897615,"no hit"
"648",1295,"S100A10","PA",0.28867,0.3912761,"no hit"
"649",1297,"HTATIP2","PA",0.4882925,0.3912981,"no hit"
"650",1299,"FAM3C","PA",-0.2530116,0.3918667,"no hit"
"651",1301,"LRRC59","PA",1.0666575,0.3938065,"no hit"
"652",1303,"REEP5","PA",-0.3843386,0.3954758,"no hit"
"653",1305,"RPL28","PA",-0.7495031,0.397216,"no hit"
"654",1307,"RPL7A","PA",-0.759763,0.3974695,"no hit"
"655",1309,"RPL26","PA",-0.8335416,0.3979554,"no hit"
"656",1311,"RPL29","PA",-0.9636526,0.398223,"no hit"
"657",1313,"IGF2BP3","PA",-0.6259536,0.3999283,"no hit"
"658",1315,"TXNDC12","PA",0.3124914,0.4003237,"no hit"
"659",1317,"AP2B1","PA",0.2743329,0.401814,"no hit"
"660",1319,"RPS13","PA",-0.724427,0.402199,"no hit"
"661",1321,"CDC42","PA",0.2414787,0.4050529,"no hit"
"662",1323,"SLC2A3","PA",0.3829006,0.4054841,"no hit"
"663",1325,"DARS","PA",0.4621965,0.4060339,"no hit"
"664",1327,"MPZL1","PA",0.3868072,0.4065007,"no hit"
"665",1329,"GLG1","PA",-0.2772624,0.4072998,"no hit"
"666",1331,"RPL13A","PA",-0.7918771,0.4074574,"no hit"
"667",1333,"HDLBP","PA",-0.505236,0.4094137,"no hit"
"668",1335,"RPL19","PA",-0.6723126,0.409986,"no hit"
"669",1337,"RPL8","PA",-0.9069136,0.4102002,"no hit"
"670",1339,"HM13","PA",0.37495,0.4111289,"no hit"
"671",1341,"CPNE3","PA",-0.2338397,0.411348,"no hit"
"672",1343,"RPS18","PA",-0.6707669,0.4127722,"no hit"
"673",1345,"VKORC1L1","PA",0.3571129,0.4136751,"no hit"
"674",1347,"RPL10A","PA",-0.7421003,0.4145078,"no hit"
"675",1349,"SCARB1","PA",0.2631376,0.4145667,"no hit"
"676",1351,"SCRIB","PA",0.2345346,0.4172461,"no hit"
"677",1353,"RPL21","PA",-0.7406006,0.4179388,"no hit"
"678",1355,"FLNB","PA",0.3995931,0.4183074,"no hit"
"679",1357,"RPLP2","PA",-0.5543999,0.418528,"no hit"
"680",1359,"RCC2","PA",-0.6522001,0.4198138,"no hit"
"681",1361,"FLNA","PA",0.7026479,0.4200562,"no hit"
"682",1363,"RPL27","PA",-0.7488666,0.4204064,"no hit"
"683",1365,"ENG","PA",0.2534421,0.420543,"no hit"
"684",1367,"RANGAP1","PA",0.2681333,0.42095,"no hit"
"685",1369,"RPL17|RPL17-C18orf32","PA",-0.728041,0.421152,"no hit"
"686",1371,"RPS4X","PA",-0.6505533,0.421175,"no hit"
"687",1373,"SQSTM1","PA",0.5265306,0.4211832,"no hit"
"688",1375,"RPS6","PA",-0.712925,0.4213852,"no hit"
"689",1377,"CD151","PA",0.368259,0.4234917,"no hit"
"690",1379,"RPL3","PA",-0.6693002,0.4244043,"no hit"
"691",1381,"GAA","PA",-0.2220331,0.4247618,"no hit"
"692",1383,"STX7","PA",-0.2426743,0.4253528,"no hit"
"693",1385,"VAPB","PA",0.2270465,0.4278509,"no hit"
"694",1387,"RPS23","PA",-0.6949735,0.428529,"no hit"
"695",1389,"TBL2","PA",0.6729672,0.4288388,"no hit"
"696",1391,"PSMB6","PA",-0.3647889,0.4317972,"no hit"
"697",1393,"RPL4","PA",-0.7205831,0.4330908,"no hit"
"698",1395,"ATP6AP1","PA",0.3615237,0.4346768,"no hit"
"699",1397,"GOLPH3","PA",-0.2477797,0.4351813,"no hit"
"700",1399,"RPS5","PA",-0.6805561,0.4360541,"no hit"
"701",1401,"ACLY","PA",-0.5805583,0.4379443,"no hit"
"702",1403,"VAT1","PA",-0.2925052,0.4435068,"no hit"
"703",1405,"DPM3","PA",0.3892319,0.4447278,"no hit"
"704",1407,"HNRNPL","PA",-0.4353905,0.4456955,"no hit"
"705",1409,"ARF3|ARF1","PA",-0.2104515,0.451167,"no hit"
"706",1411,"RPL23","PA",-0.7737745,0.4528072,"no hit"
"707",1413,"RPS16","PA",-0.6640048,0.4546834,"no hit"
"708",1415,"RPS27A","PA",-0.6527722,0.4574746,"no hit"
"709",1417,"RPL30","PA",-0.6703706,0.4574993,"no hit"
"710",1419,"RPS19","PA",-0.615755,0.4576796,"no hit"
"711",1421,"TMED10","PA",-0.3098274,0.4577882,"no hit"
"712",1423,"CYFIP1","PA",0.6069145,0.4592128,"no hit"
"713",1425,"RHOB","PA",0.2059062,0.4599029,"no hit"
"714",1427,"RPL6","PA",-0.6616957,0.4600713,"no hit"
"715",1429,"RPL27A","PA",-0.6422145,0.4613297,"no hit"
"716",1431,"HNRNPK","PA",-0.3659242,0.4638106,"no hit"
"717",1433,"RPL10","PA",-0.7253314,0.4657692,"no hit"
"718",1435,"EIF2S3","PA",-0.5852716,0.4664822,"no hit"
"719",1437,"CASC4","PA",-0.2819521,0.4665198,"no hit"
"720",1439,"MARS","PA",0.285445,0.4684803,"no hit"
"721",1441,"RTN3","PA",-0.3459618,0.469228,"no hit"
"722",1443,"TNFRSF10A","PA",0.1756454,0.4695083,"no hit"
"723",1445,"RPL35A","PA",-0.7198064,0.4697412,"no hit"
"724",1447,"RPS15A","PA",-0.5864656,0.4719482,"no hit"
"725",1449,"RPS26","PA",-0.7209519,0.4730815,"no hit"
"726",1451,"XRCC6","PA",-0.4768411,0.474042,"no hit"
"727",1453,"RTN4","PA",-0.3502438,0.4781009,"no hit"
"728",1455,"PSMA1","PA",-0.1557183,0.480169,"no hit"
"729",1457,"PSEN1","PA",0.2247999,0.4807261,"no hit"
"730",1459,"HNRNPC","PA",-0.5231644,0.4828231,"no hit"
"731",1461,"ITGAV","PA",0.2860721,0.483211,"no hit"
"732",1463,"SLC29A1","PA",0.3318377,0.4856465,"no hit"
"733",1465,"CLUH","PA",-0.3909244,0.4858443,"no hit"
"734",1467,"LAMTOR2","PA",-0.3259802,0.486554,"no hit"
"735",1469,"RPSA","PA",-0.3792508,0.4889121,"no hit"
"736",1471,"LPCAT3","PA",0.2804523,0.4895819,"no hit"
"737",1473,"RPL9","PA",-0.6884048,0.4906998,"no hit"
"738",1475,"RAB21","PA",0.1589412,0.4951388,"no hit"
"739",1477,"RAB5A","PA",0.1992319,0.4966859,"no hit"
"740",1479,"RPL12","PA",-0.5505902,0.4974307,"no hit"
"741",1481,"FERMT2","PA",0.372671,0.4990936,"no hit"
"742",1483,"PVR","PA",0.3589297,0.4998772,"no hit"
"743",1485,"BAIAP2L1","PA",0.3747394,0.5004852,"no hit"
"744",1487,"UPF1","PA",-0.5501691,0.5025846,"no hit"
"745",1489,"ANTXR1","PA",0.1650726,0.502814,"no hit"
"746",1491,"HRAS","PA",0.2489713,0.5035072,"no hit"
"747",1493,"RPL32","PA",-0.6227703,0.5037478,"no hit"
"748",1495,"CCT7","PA",0.5706808,0.5061346,"no hit"
"749",1497,"C14orf166","PA",-0.3182618,0.5064785,"no hit"
"750",1499,"LYPLA1","PA",-0.225649,0.5092508,"no hit"
"751",1501,"PCYOX1","PA",0.2782876,0.5101205,"no hit"
"752",1503,"RPL37A","PA",-0.6954517,0.5127835,"no hit"
"753",1505,"RAB27A","PA",0.3211234,0.5132547,"no hit"
"754",1507,"BCAP31","PA",0.2063963,0.5154459,"no hit"
"755",1509,"TMED7-TICAM2|TICAM2|TMED7","PA",-0.3779983,0.5154567,"no hit"
"756",1511,"ELAVL1","PA",-0.3535949,0.517521,"no hit"
"757",1513,"DAGLB","PA",-0.2105249,0.5185555,"no hit"
"758",1515,"EIF3A","PA",-0.6053218,0.5249494,"no hit"
"759",1517,"DERL2","PA",0.2379586,0.5267406,"no hit"
"760",1519,"SLC38A2","PA",-0.249192,0.5286826,"no hit"
"761",1521,"RPL31","PA",-0.6298237,0.5323827,"no hit"
"762",1523,"RPL18","PA",-0.6172557,0.5330238,"no hit"
"763",1525,"SLC35F6","PA",-0.3537498,0.5388883,"no hit"
"764",1527,"EIF2S1","PA",-0.443592,0.5423632,"no hit"
"765",1529,"VPS35","PA",-0.3582235,0.5447318,"no hit"
"766",1531,"SNAP23","PA",0.2137274,0.5496468,"no hit"
"767",1533,"CCT2","PA",0.4682346,0.5502757,"no hit"
"768",1535,"ATP6V0A1","PA",0.133767,0.550355,"no hit"
"769",1537,"ATL3","PA",0.1245788,0.5551268,"no hit"
"770",1539,"IGF2BP1","PA",-0.4315657,0.556047,"no hit"
"771",1541,"EIF3D","PA",-0.4998896,0.5578465,"no hit"
"772",1543,"GGH","PA",-0.1890147,0.558422,"no hit"
"773",1545,"ERO1A","PA",0.335498,0.560738,"no hit"
"774",1547,"UBL3","PA",0.2265038,0.5615101,"no hit"
"775",1549,"TMED2","PA",-0.2907201,0.5640917,"no hit"
"776",1551,"LMAN2","PA",-0.2106224,0.5645599,"no hit"
"777",1553,"DDX1","PA",-0.4124819,0.5669151,"no hit"
"778",1555,"RAB6A","PA",-0.1664209,0.5672999,"no hit"
"779",1557,"SIGMAR1","PA",0.2962249,0.5673811,"no hit"
"780",1559,"FUBP3","PA",-0.4103971,0.5684371,"no hit"
"781",1561,"IMPDH2","PA",0.2808336,0.5700142,"no hit"
"782",1563,"HNRNPH1","PA",-0.3395556,0.5706895,"no hit"
"783",1565,"RAB2A","PA",-0.2076822,0.5709976,"no hit"
"784",1567,"ILF3","PA",-0.308851,0.5719814,"no hit"
"785",1569,"ERGIC3","PA",-0.2366223,0.5732864,"no hit"
"786",1571,"TSPAN3","PA",-0.1988471,0.5750057,"no hit"
"787",1573,"CTSC","PA",-0.1696138,0.5753976,"no hit"
"788",1575,"ECE1","PA",0.2436509,0.5767782,"no hit"
"789",1577,"RAB10","PA",0.1196336,0.5799264,"no hit"
"790",1579,"SLC1A4","PA",0.1957858,0.5804725,"no hit"
"791",1581,"DAD1","PA",0.3187158,0.5823772,"no hit"
"792",1583,"ERAP1","PA",0.236497,0.5824052,"no hit"
"793",1585,"ERGIC1","PA",-0.1197406,0.5872175,"no hit"
"794",1587,"MVP","PA",-0.3002642,0.5889087,"no hit"
"795",1589,"ITGB5","PA",0.1654753,0.5889623,"no hit"
"796",1591,"FEN1","PA",-0.355763,0.593327,"no hit"
"797",1593,"ABCE1","PA",-0.4342123,0.5938391,"no hit"
"798",1595,"RARS","PA",0.2529848,0.5947519,"no hit"
"799",1597,"EIF3L","PA",-0.4397572,0.5954088,"no hit"
"800",1599,"RECQL","PA",-0.3839392,0.5962141,"no hit"
"801",1601,"ADAM15","PA",0.1665389,0.6013394,"no hit"
"802",1603,"TMED4","PA",-0.2026178,0.6029584,"no hit"
"803",1605,"RACK1","PA",-0.3163594,0.6055898,"no hit"
"804",1607,"HNRNPM","PA",-0.2284365,0.6104499,"no hit"
"805",1609,"VAMP8","PA",0.2013502,0.6123575,"no hit"
"806",1611,"EIF3B","PA",-0.3456909,0.6132557,"no hit"
"807",1613,"MOV10","PA",-0.2701311,0.6144185,"no hit"
"808",1615,"ATP6V0D1","PA",0.1265341,0.6150837,"no hit"
"809",1617,"VAMP7","PA",-0.1345636,0.6183823,"no hit"
"810",1619,"TMED1","PA",-0.2071635,0.6201655,"no hit"
"811",1621,"SLC38A7","PA",-0.1965712,0.6209824,"no hit"
"812",1623,"NEU1","PA",0.1858993,0.623637,"no hit"
"813",1625,"LMNA","PA",-0.3391932,0.6244,"no hit"
"814",1627,"SPTBN1","PA",0.3289097,0.625174,"no hit"
"815",1629,"CTNNA1","PA",0.2857709,0.6273821,"no hit"
"816",1631,"EIF3H","PA",-0.3836413,0.636829,"no hit"
"817",1633,"HEXB","PA",-0.2378309,0.6387268,"no hit"
"818",1635,"GALNT7","PA",-0.1505094,0.6409552,"no hit"
