"","...1","gene_name","LipidProbe","logFC","pvalue","hit_annotation"
"407",814,"CNPY3","PE",0.3995845,0.2033025,"no hit"
"408",816,"PSME1","PE",-1.0987392,0.0742297,"no hit"
"409",818,"EIF5B","PE",-1.4702232,0.0435545,"no hit"
"410",820,"DSTN","PE",0.4583294,0.1316024,"no hit"
"411",822,"ATP5B","PE",0.9215067,0.0584757,"enriched candidate"
"412",824,"TXNL1","PE",-0.843984,0.043459,"no hit"
"413",826,"PRDX2","PE",-1.1430588,0.0552915,"no hit"
"414",828,"HSPA13","PE",0.6785729,0.0345871,"enriched candidate"
"415",830,"SERPINH1","PE",1.1811706,0.0972135,"no hit"
"416",832,"AHCY","PE",-0.1397386,0.6032224,"no hit"
"417",834,"WDR61","PE",-0.8538863,0.0390773,"no hit"
"418",836,"DYNC1H1","PE",-1.1785718,0.1095142,"no hit"
"419",838,"PHB2","PE",1.5160953,0.056563,"enriched candidate"
"420",840,"CAT","PE",0.9047239,0.0367822,"enriched candidate"
"421",842,"EIF3K","PE",-0.8200624,0.0053934,"no hit"
"422",844,"PRKAR2A","PE",-0.4239554,0.0383458,"no hit"
"423",846,"RPL38","PE",-1.1037475,0.2805586,"no hit"
"424",848,"ACSL4","PE",0.7330185,0.2862276,"no hit"
"425",850,"NPR3","PE",0.4070312,0.1530885,"no hit"
"426",852,"HLA-C","PE",0.1795401,0.5075474,"no hit"
"427",854,"LARP4","PE",-1.3631832,0.0413741,"no hit"
"428",856,"XPO1","PE",-0.1528032,0.6715277,"no hit"
"429",858,"PRMT1","PE",-0.7798299,0.0186331,"no hit"
"430",860,"ITGA3","PE",0.3885013,0.2765854,"no hit"
"431",862,"RACGAP1","PE",1.0570651,0.2622452,"no hit"
"432",864,"RPLP1","PE",-0.9099714,0.0910683,"no hit"
"433",866,"MYO1B","PE",1.1413346,0.1645073,"no hit"
"434",868,"SLC35B2","PE",-0.2921223,0.3656743,"no hit"
"435",870,"HSPA8","PE",-0.2270991,0.4140493,"no hit"
"436",872,"PSMA2","PE",-0.2878853,0.2871562,"no hit"
"437",874,"AP2A1","PE",0.2973237,0.3748292,"no hit"
"438",876,"TOR1AIP2","PE",0.3163467,0.3207269,"no hit"
"439",878,"ACTN1","PE",1.1353098,0.116355,"no hit"
"440",880,"PGRMC1","PE",0.5333885,0.129705,"no hit"
"441",882,"ACTN4","PE",1.3633746,0.1453544,"no hit"
"442",884,"PABPC4","PE",-1.1678814,0.036456,"no hit"
"443",886,"G3BP1","PE",-1.525069,0.043159,"no hit"
"444",888,"ADRM1","PE",-0.7601194,0.0944389,"no hit"
"445",890,"P4HA1","PE",0.7315302,0.0614149,"enriched candidate"
"446",892,"CMPK1","PE",-0.7324657,0.0659533,"no hit"
"447",894,"HPRT1","PE",-0.5934223,0.2702627,"no hit"
"448",896,"GRB2","PE",-0.6632522,0.1304002,"no hit"
"449",898,"SLC6A9","PE",0.0430949,0.8732198,"no hit"
"450",900,"NASP","PE",-0.8833073,0.043124,"no hit"
"451",902,"ECHS1","PE",1.2456994,0.0336037,"enriched candidate"
"452",904,"FDFT1","PE",0.906592,0.0390194,"enriched candidate"
"453",906,"CRELD1","PE",0.1745879,0.5085792,"no hit"
"454",908,"PTPRF","PE",0.8001789,0.1920595,"no hit"
"455",910,"SLC2A1","PE",0.2777946,0.3451433,"no hit"
"456",912,"EIF4A3","PE",-0.9888043,0.093762,"no hit"
"457",914,"MYO1C","PE",1.3361376,0.1725278,"no hit"
"458",916,"MGST1","PE",0.9786733,0.0832118,"no hit"
"459",918,"TXLNG","PE",-1.411581,0.041856,"no hit"
"460",920,"GORASP2","PE",0.0462007,0.9153207,"no hit"
"461",922,"7-Sep","PE",-1.51991,0.1242262,"no hit"
"462",924,"ASPH","PE",1.2596332,0.0917313,"no hit"
"463",926,"GDPD3","PE",0.3725936,0.2131561,"no hit"
"464",928,"SNTB2","PE",0.7260393,0.1004546,"no hit"
"465",930,"HPCAL1","PE",-0.6338699,0.1814264,"no hit"
"466",932,"CLPTM1","PE",0.6133579,0.0664599,"enriched candidate"
"467",934,"2-Sep","PE",-1.0904602,0.1292285,"no hit"
"468",936,"DNAJB11","PE",0.9897602,0.1752513,"no hit"
"469",938,"TMEM259","PE",0.5374831,0.1468733,"no hit"
"470",940,"CD276","PE",0.2672407,0.2951536,"no hit"
"471",942,"ITGA1","PE",0.7095578,0.2342999,"no hit"
"472",944,"CKAP4","PE",1.3524718,0.1138606,"no hit"
"473",946,"ALDOA","PE",-0.6252609,0.0996045,"no hit"
"474",948,"VASN","PE",0.2133211,0.5015023,"no hit"
"475",950,"TXLNA","PE",-1.3905142,0.037387,"no hit"
"476",952,"LGALS3","PE",0.2921546,0.2572663,"no hit"
"477",954,"ECI2","PE",1.156379,0.0693628,"enriched candidate"
"478",956,"AUP1","PE",0.9183123,0.1487121,"no hit"
"479",958,"KIF23","PE",1.1455282,0.3094339,"no hit"
"480",960,"DDX39B","PE",-0.0884175,0.8083495,"no hit"
"481",962,"ARPC2","PE",0.942093,0.1792502,"no hit"
"482",964,"PSMB4","PE",-0.3543919,0.3153738,"no hit"
"483",966,"FKBP10","PE",0.6133966,0.1132303,"no hit"
"484",968,"MBOAT7","PE",0.9957172,0.0492205,"enriched candidate"
"485",970,"CLPP","PE",0.7479977,0.0698576,"enriched candidate"
"486",972,"LIMA1","PE",0.9203629,0.1512981,"no hit"
"487",974,"PODXL2","PE",0.365509,0.2509176,"no hit"
"488",976,"TKT","PE",-0.4913761,0.1163288,"no hit"
"489",978,"DDX6","PE",-1.1429265,0.1183436,"no hit"
"490",980,"HMGB1","PE",-1.0217888,0.1191183,"no hit"
"491",982,"ATP2A2","PE",0.9832882,0.034379,"enriched candidate"
"492",984,"RSU1","PE",-0.4237555,0.338593,"no hit"
"493",986,"S100A16","PE",-0.8653984,0.0151367,"no hit"
"494",988,"CCDC47","PE",1.2682447,0.1156282,"no hit"
"495",990,"HADHA","PE",0.9638485,0.0214936,"enriched candidate"
"496",992,"MTHFD1","PE",-1.2043627,0.1548941,"no hit"
"497",994,"PSMA7","PE",-0.0195521,0.9301211,"no hit"
"498",996,"ITGB1","PE",0.6285449,0.224289,"no hit"
"499",998,"CAP1","PE",-0.3160625,0.4256011,"no hit"
"500",1000,"ATP6AP2","PE",0.4762395,0.2295416,"no hit"
"501",1002,"NRAS","PE",-0.6062246,0.0556734,"no hit"
"502",1004,"ABCF2","PE",-1.2729247,0.0855027,"no hit"
"503",1006,"SLC22A18","PE",0.6506782,0.1363421,"no hit"
"504",1008,"MYO1E","PE",1.0311746,0.2510173,"no hit"
"505",1010,"PGRMC2","PE",0.4461151,0.3235609,"no hit"
"506",1012,"CD109","PE",0.2843424,0.5255844,"no hit"
"507",1014,"PABPC1","PE",-1.2853266,0.0613787,"no hit"
"508",1016,"COMT","PE",0.5558602,0.0986723,"no hit"
"509",1018,"SACM1L","PE",0.8889034,0.1378444,"no hit"
"510",1020,"GARS","PE",-0.617841,0.2063277,"no hit"
"511",1022,"REEP6","PE",-0.5485894,0.1200405,"no hit"
"512",1024,"CSPG4","PE",0.2071553,0.4818129,"no hit"
"513",1026,"RPL18A","PE",-1.0647002,0.1377294,"no hit"
"514",1028,"WLS","PE",0.6001163,0.0544451,"enriched candidate"
"515",1030,"HNRNPA1","PE",-0.0891362,0.8858464,"no hit"
"516",1032,"CXADR","PE",0.180373,0.5344966,"no hit"
"517",1034,"TMX3","PE",0.4835278,0.164626,"no hit"
"518",1036,"SCAMP1","PE",-0.5459533,0.0759383,"no hit"
"519",1038,"EIF1AY|EIF1AX","PE",-1.1709613,0.1540957,"no hit"
"520",1040,"TAP1","PE",1.0862074,0.0226909,"enriched candidate"
"521",1042,"RBMX","PE",0.0391064,0.9453388,"no hit"
"522",1044,"CLTC","PE",-0.9168297,0.0980671,"no hit"
"523",1046,"TM9SF4","PE",-0.381575,0.2440042,"no hit"
"524",1048,"FXR1","PE",-1.0024651,0.1764772,"no hit"
"525",1050,"ERH","PE",-0.0124216,0.9798265,"no hit"
"526",1052,"ANXA4","PE",-1.0457973,0.0069116,"no hit"
"527",1054,"VAMP3","PE",-0.525288,0.1126949,"no hit"
"528",1056,"LDLR","PE",-0.4455738,0.1933577,"no hit"
"529",1058,"10-Sep","PE",-1.053354,0.1585877,"no hit"
"530",1060,"PODXL","PE",0.4962518,0.2180638,"no hit"
"531",1062,"CFL1","PE",0.6947909,0.0526751,"enriched candidate"
"532",1064,"GEMIN5","PE",-1.1881832,0.1665755,"no hit"
"533",1066,"CNPY2|F8W031","PE",0.6623748,0.246877,"no hit"
"534",1068,"VIM","PE",0.2748573,0.6885019,"no hit"
"535",1070,"RPS25","PE",-1.4913347,0.1311902,"no hit"
"536",1072,"SLC44A1","PE",0.319194,0.5133502,"no hit"
"537",1074,"TM9SF3","PE",-0.2820623,0.4858499,"no hit"
"538",1076,"VDAC1","PE",0.6999095,0.1308736,"no hit"
"539",1078,"METAP2","PE",-1.7239209,0.1200882,"no hit"
"540",1080,"AP2M1","PE",0.4596463,0.4580464,"no hit"
"541",1082,"NCEH1","PE",0.4323896,0.2363231,"no hit"
"542",1084,"GPRC5A","PE",0.7300156,0.1843865,"no hit"
"543",1086,"SCAMP2","PE",-0.7141227,0.0425531,"no hit"
"544",1088,"APMAP","PE",0.4846636,0.2781128,"no hit"
"545",1090,"GPD2","PE",1.3088019,0.0558469,"enriched candidate"
"546",1092,"RPS7","PE",-1.1847248,0.1367301,"no hit"
"547",1094,"PSMB1","PE",-0.1190548,0.7414412,"no hit"
"548",1096,"SLC16A1","PE",0.1246826,0.5865823,"no hit"
"549",1098,"P4HB","PE",0.5141162,0.3063375,"no hit"
"550",1100,"ANXA2","PE",0.0315289,0.8838129,"no hit"
"551",1102,"FARSB","PE",-0.9754518,0.1081376,"no hit"
"552",1104,"RAB27B","PE",0.2493259,0.4934005,"no hit"
"553",1106,"VAPA","PE",0.9139444,0.0655578,"enriched candidate"
"554",1108,"RAB1B","PE",-0.4802344,0.1950401,"no hit"
"555",1110,"9-Sep","PE",-1.1495393,0.229899,"no hit"
"556",1112,"DEGS1","PE",0.5725459,0.0779586,"no hit"
"557",1114,"DLG1","PE",0.4981249,0.0638309,"no hit"
"558",1116,"ZMPSTE24","PE",0.7210685,0.1179194,"no hit"
"559",1118,"RABAC1","PE",-0.4863726,0.2378858,"no hit"
"560",1120,"CSDE1","PE",-1.3081679,0.1288399,"no hit"
"561",1122,"SCD","PE",0.8347019,0.0498486,"enriched candidate"
"562",1124,"SLC5A6","PE",-0.5117102,0.0480789,"no hit"
"563",1126,"HDGF","PE",-0.7799302,0.0447058,"no hit"
"564",1128,"FAU","PE",-1.5092772,0.2107272,"no hit"
"565",1130,"S100A13","PE",-0.9305155,0.0865794,"no hit"
"566",1132,"RPL5","PE",-1.1747547,0.0920863,"no hit"
"567",1134,"PLD3","PE",0.3640653,0.2023372,"no hit"
"568",1136,"TPM4","PE",0.5770425,0.1861186,"no hit"
"569",1138,"RPS14","PE",-1.1634865,0.1159482,"no hit"
"570",1140,"STT3B","PE",1.3664882,0.2861883,"no hit"
"571",1142,"FUBP1","PE",-0.6758808,0.0695858,"no hit"
"572",1144,"SFPQ","PE",-0.0471734,0.9244352,"no hit"
"573",1146,"ESYT1","PE",0.9129691,0.1898051,"no hit"
"574",1148,"M6PR","PE",-0.6549505,0.199845,"no hit"
"575",1150,"FLVCR1","PE",0.0821283,0.7919818,"no hit"
"576",1152,"RUVBL2","PE",-0.7702881,0.1830327,"no hit"
"577",1154,"CORO1C","PE",0.6345545,0.2864592,"no hit"
"578",1156,"RPL14","PE",-1.3067001,0.2080305,"no hit"
"579",1158,"TMEM165","PE",-0.4595446,0.2858887,"no hit"
"580",1160,"NCL","PE",0.7250099,0.0642066,"enriched candidate"
"581",1162,"IKBIP","PE",1.1417357,0.1589767,"no hit"
"582",1164,"EIF2A","PE",-1.0084641,0.1378801,"no hit"
"583",1166,"SEC61B","PE",0.2599649,0.4163027,"no hit"
"584",1168,"PSMA3","PE",-0.5553528,0.1837614,"no hit"
"585",1170,"CYB5R3","PE",0.7990912,0.0887368,"no hit"
"586",1172,"AK2","PE",0.9504375,0.0817618,"no hit"
"587",1174,"RPL24","PE",-1.3019531,0.1786114,"no hit"
"588",1176,"RPL36A|RPL36A-HNRNPH2","PE",-1.3371821,0.1517261,"no hit"
"589",1178,"ARPC4-TTLL3|ARPC4","PE",0.4158419,0.2514127,"no hit"
"590",1180,"DDX3X","PE",-1.0153922,0.1873957,"no hit"
"591",1182,"HLA-A","PE",0.0103419,0.9665554,"no hit"
"592",1184,"TMX2","PE",0.9467155,0.0120021,"enriched candidate"
"593",1186,"STX10","PE",-0.485636,0.1910114,"no hit"
"594",1188,"CALR","PE",0.5172317,0.1406136,"no hit"
"595",1190,"PPP3CA","PE",-0.399238,0.1203675,"no hit"
"596",1192,"EIF3G","PE",-1.2972172,0.1418085,"no hit"
"597",1194,"RPLP0","PE",-1.0651957,0.1407894,"no hit"
"598",1196,"SLC7A2","PE",-0.3995457,0.1903705,"no hit"
"599",1198,"SLC31A1","PE",-0.0560104,0.8542247,"no hit"
"600",1200,"RPS8","PE",-1.1752908,0.2083535,"no hit"
"601",1202,"TMED5","PE",-0.143135,0.7596693,"no hit"
"602",1204,"RPL35","PE",-1.1620853,0.2315781,"no hit"
"603",1206,"SCP2","PE",1.0237617,0.0664381,"enriched candidate"
"604",1208,"E9PAM4|PI4K2A","PE",-0.4878897,0.1555436,"no hit"
"605",1210,"RPL11","PE",-1.1890316,0.1985455,"no hit"
"606",1212,"RPL15","PE",-0.9475853,0.269608,"no hit"
"607",1214,"TSPAN4","PE",0.2973885,0.6597311,"no hit"
"608",1216,"RPS20","PE",-1.3810225,0.1502141,"no hit"
"609",1218,"TECR","PE",0.8234753,0.3136913,"no hit"
"610",1220,"NAPA","PE",-0.3380945,0.2368901,"no hit"
"611",1222,"KDSR","PE",0.4978699,0.202922,"no hit"
"612",1224,"ITGA2","PE",0.2802604,0.605316,"no hit"
"613",1226,"XRCC5","PE",-0.7128302,0.2731589,"no hit"
"614",1228,"SYNCRIP","PE",-0.8579058,0.1902191,"no hit"
"615",1230,"SURF4","PE",-0.2397919,0.4631764,"no hit"
"616",1232,"SYPL1","PE",-0.3614096,0.5440042,"no hit"
"617",1234,"FKBP9","PE",0.3653033,0.3873045,"no hit"
"618",1236,"RPL7","PE",-1.2803383,0.153799,"no hit"
"619",1238,"MICA","PE",0.3609124,0.3421447,"no hit"
"620",1240,"RPL36","PE",-1.168422,0.24222,"no hit"
"621",1242,"RPS3A","PE",-1.0960594,0.1851519,"no hit"
"622",1244,"CYB5B","PE",0.6710972,0.2832957,"no hit"
"623",1246,"RHEB","PE",0.2394298,0.2972043,"no hit"
"624",1248,"SEC61A1","PE",0.6914496,0.0454093,"enriched candidate"
"625",1250,"PDIA4","PE",0.8142042,0.2594935,"no hit"
"626",1252,"P4HA2","PE",0.5944729,0.2078787,"no hit"
"627",1254,"PSMA4","PE",-0.0015543,0.9953458,"no hit"
"628",1256,"UQCRB","PE",1.1612093,0.165125,"no hit"
"629",1258,"RPL23A","PE",-1.0143976,0.2456676,"no hit"
"630",1260,"RPS17","PE",-1.4228098,0.1586376,"no hit"
"631",1262,"RPS3","PE",-1.1823833,0.1802986,"no hit"
"632",1264,"PLEC","PE",0.1088815,0.8654216,"no hit"
"633",1266,"LGALS3BP","PE",0.5519703,0.0677993,"no hit"
"634",1268,"EEF2","PE",-0.9191843,0.2021019,"no hit"
"635",1270,"RAB1A","PE",-0.3929116,0.1693721,"no hit"
"636",1272,"RPS11","PE",-1.2214507,0.1533688,"no hit"
"637",1274,"RPS2","PE",-1.2056922,0.2008708,"no hit"
"638",1276,"TMEM33","PE",0.7626371,0.0238227,"enriched candidate"
"639",1278,"RPL13","PE",-1.1379202,0.2368046,"no hit"
"640",1280,"RPL22","PE",-1.3428734,0.1455192,"no hit"
"641",1282,"CLCC1","PE",0.6428979,0.1006723,"no hit"
"642",1284,"RPS9","PE",-1.3552671,0.1552954,"no hit"
"643",1286,"RPS24","PE",-1.2758859,0.20351,"no hit"
"644",1288,"RPL34","PE",-1.198869,0.2723436,"no hit"
"645",1290,"EIF3F","PE",-0.83563,0.070114,"no hit"
"646",1292,"MATR3","PE",-0.3518068,0.4349733,"no hit"
"647",1294,"NIT2","PE",-0.1309036,0.648931,"no hit"
"648",1296,"S100A10","PE",0.2487605,0.4588628,"no hit"
"649",1298,"HTATIP2","PE",0.4114694,0.4687401,"no hit"
"650",1300,"FAM3C","PE",-0.3495352,0.2411073,"no hit"
"651",1302,"LRRC59","PE",1.7379222,0.1715984,"no hit"
"652",1304,"REEP5","PE",-0.3321109,0.4616551,"no hit"
"653",1306,"RPL28","PE",-1.0767428,0.2287,"no hit"
"654",1308,"RPL7A","PE",-1.0601064,0.2420791,"no hit"
"655",1310,"RPL26","PE",-1.2629444,0.2059466,"no hit"
"656",1312,"RPL29","PE",-1.174668,0.3054071,"no hit"
"657",1314,"IGF2BP3","PE",-0.9819136,0.1928785,"no hit"
"658",1316,"TXNDC12","PE",0.5234791,0.1660708,"no hit"
"659",1318,"AP2B1","PE",0.2643168,0.4188954,"no hit"
"660",1320,"RPS13","PE",-1.2016797,0.1716846,"no hit"
"661",1322,"CDC42","PE",0.0214432,0.9404895,"no hit"
"662",1324,"SLC2A3","PE",0.2428679,0.5956313,"no hit"
"663",1326,"DARS","PE",0.3120175,0.5728485,"no hit"
"664",1328,"MPZL1","PE",0.3173118,0.4945634,"no hit"
"665",1330,"GLG1","PE",-0.1132116,0.7330449,"no hit"
"666",1332,"RPL13A","PE",-1.1281656,0.2424523,"no hit"
"667",1334,"HDLBP","PE",-0.8107209,0.1919928,"no hit"
"668",1336,"RPL19","PE",-1.1177523,0.1776871,"no hit"
"669",1338,"RPL8","PE",-1.3424516,0.2279142,"no hit"
"670",1340,"HM13","PE",0.509327,0.2679455,"no hit"
"671",1342,"CPNE3","PE",-0.3214158,0.2627167,"no hit"
"672",1344,"RPS18","PE",-1.1811845,0.1569838,"no hit"
"673",1346,"VKORC1L1","PE",0.3562727,0.4147544,"no hit"
"674",1348,"RPL10A","PE",-1.0748685,0.2419216,"no hit"
"675",1350,"SCARB1","PE",0.2606525,0.4189073,"no hit"
"676",1352,"SCRIB","PE",0.2165163,0.4533172,"no hit"
"677",1354,"RPL21","PE",-1.0599002,0.2507942,"no hit"
"678",1356,"FLNB","PE",0.6712528,0.1809192,"no hit"
"679",1358,"RPLP2","PE",-1.1430867,0.1048435,"no hit"
"680",1360,"RCC2","PE",-0.9090149,0.2648305,"no hit"
"681",1362,"FLNA","PE",0.8370706,0.3385726,"no hit"
"682",1364,"RPL27","PE",-0.9817767,0.2939087,"no hit"
"683",1366,"ENG","PE",0.2120423,0.4992127,"no hit"
"684",1368,"RANGAP1","PE",0.1640025,0.6205792,"no hit"
"685",1370,"RPL17|RPL17-C18orf32","PE",-0.9930729,0.2761759,"no hit"
"686",1372,"RPS4X","PE",-0.9780111,0.2317113,"no hit"
"687",1374,"SQSTM1","PE",0.5998086,0.3607753,"no hit"
"688",1376,"RPS6","PE",-1.1310338,0.2081219,"no hit"
"689",1378,"CD151","PE",0.1048861,0.8182084,"no hit"
"690",1380,"RPL3","PE",-0.950559,0.2608037,"no hit"
"691",1382,"GAA","PE",-0.0226581,0.9345054,"no hit"
"692",1384,"STX7","PE",-0.3327488,0.2780365,"no hit"
"693",1386,"VAPB","PE",0.4803762,0.1031251,"no hit"
"694",1388,"RPS23","PE",-1.2703006,0.1559076,"no hit"
"695",1390,"TBL2","PE",1.0830149,0.2090324,"no hit"
"696",1392,"PSMB6","PE",-0.5897653,0.2098741,"no hit"
"697",1394,"RPL4","PE",-1.0077362,0.2767951,"no hit"
"698",1396,"ATP6AP1","PE",0.481467,0.3012787,"no hit"
"699",1398,"GOLPH3","PE",-0.2444842,0.4412116,"no hit"
"700",1400,"RPS5","PE",-1.0576074,0.23155,"no hit"
"701",1402,"ACLY","PE",-0.763973,0.3103029,"no hit"
"702",1404,"VAT1","PE",-0.3899011,0.3100714,"no hit"
"703",1406,"DPM3","PE",0.5039774,0.325027,"no hit"
"704",1408,"HNRNPL","PE",-0.1985422,0.7263335,"no hit"
"705",1410,"ARF3|ARF1","PE",-0.2488867,0.3743768,"no hit"
"706",1412,"RPL23","PE",-1.2370109,0.2356275,"no hit"
"707",1414,"RPS16","PE",-1.133948,0.2082472,"no hit"
"708",1416,"RPS27A","PE",-1.1415464,0.2006963,"no hit"
"709",1418,"RPL30","PE",-1.0763097,0.2384601,"no hit"
"710",1420,"RPS19","PE",-1.3013651,0.1259548,"no hit"
"711",1422,"TMED10","PE",-0.4499838,0.2848884,"no hit"
"712",1424,"CYFIP1","PE",0.6194631,0.4501244,"no hit"
"713",1426,"RHOB","PE",0.0250409,0.927847,"no hit"
"714",1428,"RPL6","PE",-1.0933862,0.2281481,"no hit"
"715",1430,"RPL27A","PE",-1.0844665,0.219772,"no hit"
"716",1432,"HNRNPK","PE",-0.6599319,0.1936588,"no hit"
"717",1434,"RPL10","PE",-1.1898856,0.2372063,"no hit"
"718",1436,"EIF2S3","PE",-1.0671759,0.1915754,"no hit"
"719",1438,"CASC4","PE",-0.4943941,0.2084111,"no hit"
"720",1440,"MARS","PE",0.3787247,0.3387717,"no hit"
"721",1442,"RTN3","PE",-0.3808997,0.426264,"no hit"
"722",1444,"TNFRSF10A","PE",-0.1066146,0.6591751,"no hit"
"723",1446,"RPL35A","PE",-1.0699368,0.2867419,"no hit"
"724",1448,"RPS15A","PE",-0.8310171,0.3115354,"no hit"
"725",1450,"RPS26","PE",-1.3299764,0.1930296,"no hit"
"726",1452,"XRCC6","PE",-0.6544365,0.3288321,"no hit"
"727",1454,"RTN4","PE",-0.9253006,0.0715115,"no hit"
"728",1456,"PSMA1","PE",-0.2073236,0.3497639,"no hit"
"729",1458,"PSEN1","PE",0.0490752,0.8768522,"no hit"
"730",1460,"HNRNPC","PE",-0.2451348,0.74095,"no hit"
"731",1462,"ITGAV","PE",0.2204525,0.5879407,"no hit"
"732",1464,"SLC29A1","PE",0.067147,0.8870697,"no hit"
"733",1466,"CLUH","PE",-1.0259678,0.0780417,"no hit"
"734",1468,"LAMTOR2","PE",0.0370592,0.936528,"no hit"
"735",1470,"RPSA","PE",-1.0851253,0.058195,"no hit"
"736",1472,"LPCAT3","PE",0.4758574,0.2467825,"no hit"
"737",1474,"RPL9","PE",-1.1384194,0.2597373,"no hit"
"738",1476,"RAB21","PE",0.3823176,0.111094,"no hit"
"739",1478,"RAB5A","PE",0.4798704,0.1118641,"no hit"
"740",1480,"RPL12","PE",-0.8483631,0.2999692,"no hit"
"741",1482,"FERMT2","PE",0.2277756,0.6783076,"no hit"
"742",1484,"PVR","PE",0.3156166,0.5524322,"no hit"
"743",1486,"BAIAP2L1","PE",0.1782274,0.7474485,"no hit"
"744",1488,"UPF1","PE",-0.873153,0.2918223,"no hit"
"745",1490,"ANTXR1","PE",-0.1052309,0.6681052,"no hit"
"746",1492,"HRAS","PE",-0.0020219,0.995638,"no hit"
"747",1494,"RPL32","PE",-0.8883385,0.3432933,"no hit"
"748",1496,"CCT7","PE",0.4732419,0.5806681,"no hit"
"749",1498,"C14orf166","PE",-0.7046305,0.1506105,"no hit"
"750",1500,"LYPLA1","PE",-0.1602324,0.6382971,"no hit"
"751",1502,"PCYOX1","PE",0.4072001,0.3384499,"no hit"
"752",1504,"RPL37A","PE",-1.0447554,0.3290567,"no hit"
"753",1506,"RAB27A","PE",0.4518342,0.360396,"no hit"
"754",1508,"BCAP31","PE",0.3408285,0.2876308,"no hit"
"755",1510,"TMED7-TICAM2|TICAM2|TMED7","PE",-0.1717446,0.7665532,"no hit"
"756",1512,"ELAVL1","PE",-0.3485923,0.5233957,"no hit"
"757",1514,"DAGLB","PE",-0.1672868,0.6071934,"no hit"
"758",1516,"EIF3A","PE",-1.0504894,0.2752273,"no hit"
"759",1518,"DERL2","PE",0.4816663,0.2076798,"no hit"
"760",1520,"SLC38A2","PE",-0.4364245,0.2752243,"no hit"
"761",1522,"RPL31","PE",-1.0987274,0.2812822,"no hit"
"762",1524,"RPL18","PE",-0.9497302,0.3409919,"no hit"
"763",1526,"SLC35F6","PE",-0.2156407,0.7070423,"no hit"
"764",1528,"EIF2S1","PE",-0.9023143,0.2225104,"no hit"
"765",1530,"VPS35","PE",-0.3605282,0.5421733,"no hit"
"766",1532,"SNAP23","PE",-0.0457802,0.8975413,"no hit"
"767",1534,"CCT2","PE",0.3322103,0.6709352,"no hit"
"768",1536,"ATP6V0A1","PE",0.2310992,0.3068558,"no hit"
"769",1538,"ATL3","PE",0.3934117,0.0735579,"no hit"
"770",1540,"IGF2BP1","PE",-1.0102529,0.1771116,"no hit"
"771",1542,"EIF3D","PE",-0.8500947,0.3232649,"no hit"
"772",1544,"GGH","PE",0.0564856,0.8605734,"no hit"
"773",1546,"ERO1A","PE",0.4630809,0.4239533,"no hit"
"774",1548,"UBL3","PE",0.3035245,0.4382518,"no hit"
"775",1550,"TMED2","PE",-0.3564787,0.4804389,"no hit"
"776",1552,"LMAN2","PE",-0.184572,0.6132973,"no hit"
"777",1554,"DDX1","PE",-0.7219445,0.3207356,"no hit"
"778",1556,"RAB6A","PE",-0.01696,0.9533015,"no hit"
"779",1558,"SIGMAR1","PE",0.4722193,0.3652529,"no hit"
"780",1560,"FUBP3","PE",-0.8228288,0.2591701,"no hit"
"781",1562,"IMPDH2","PE",0.3462835,0.4846863,"no hit"
"782",1564,"HNRNPH1","PE",-0.2258633,0.705339,"no hit"
"783",1566,"RAB2A","PE",-0.1124195,0.7583336,"no hit"
"784",1568,"ILF3","PE",-0.106283,0.8452011,"no hit"
"785",1570,"ERGIC3","PE",-0.3786691,0.3706778,"no hit"
"786",1572,"TSPAN3","PE",-0.3616053,0.3127074,"no hit"
"787",1574,"CTSC","PE",0.0799476,0.791074,"no hit"
"788",1576,"ECE1","PE",0.331679,0.4490837,"no hit"
"789",1578,"RAB10","PE",0.0514575,0.8111795,"no hit"
"790",1580,"SLC1A4","PE",0.2219732,0.5314052,"no hit"
"791",1582,"DAD1","PE",0.6055691,0.3013035,"no hit"
"792",1584,"ERAP1","PE",0.6005637,0.1719888,"no hit"
"793",1586,"ERGIC1","PE",0.0770924,0.7260678,"no hit"
"794",1588,"MVP","PE",-0.2576867,0.6424437,"no hit"
"795",1590,"ITGB5","PE",0.0670563,0.8260941,"no hit"
"796",1592,"FEN1","PE",-0.559013,0.4041246,"no hit"
"797",1594,"ABCE1","PE",-0.571933,0.4836823,"no hit"
"798",1596,"RARS","PE",0.4231013,0.3769824,"no hit"
"799",1598,"EIF3L","PE",-0.865914,0.3011011,"no hit"
"800",1600,"RECQL","PE",-0.8720744,0.236178,"no hit"
"801",1602,"ADAM15","PE",0.4820007,0.140979,"no hit"
"802",1604,"TMED4","PE",-0.1669862,0.6677787,"no hit"
"803",1606,"RACK1","PE",-0.8285872,0.1853885,"no hit"
"804",1608,"HNRNPM","PE",-0.1313169,0.7690945,"no hit"
"805",1610,"VAMP8","PE",-0.201922,0.6113554,"no hit"
"806",1612,"EIF3B","PE",-0.6229093,0.3662121,"no hit"
"807",1614,"MOV10","PE",-0.660373,0.2260206,"no hit"
"808",1616,"ATP6V0D1","PE",0.0733311,0.7702152,"no hit"
"809",1618,"VAMP7","PE",-0.0231325,0.9315266,"no hit"
"810",1620,"TMED1","PE",-0.1182927,0.7766722,"no hit"
"811",1622,"SLC38A7","PE",0.1262036,0.7504144,"no hit"
"812",1624,"NEU1","PE",0.4126054,0.2822999,"no hit"
"813",1626,"LMNA","PE",-0.1354718,0.8445276,"no hit"
