"","gene_name","name","value","id"
"2775","TAF15","FA",2,2775
"2776","TAF15","DAG",2,2776
"2777","NSF","FA",2,2777
"2778","PAWR","DAG",2,2778
"2779","L2HGDH","DAG",2,2779
"2780","DNAJC10","Sph",2,2780
"2781","DDX1","Sph",2,2781
"2782","LARS","FA",2,2782
"2783","PTPN1","FA",2,2783
"2784","ECI2","Sph",2,2784
"2785","AP1B1","Sph",2,2785
"2786","LAS1L","Sph",2,2786
"2787","HSPB1","Sph",2,2787
"2788","YTHDF2","Sph",2,2788
"2789","OXCT1","Sph",2,2789
"2790","OXCT1","FA",2,2790
"2791","DSE","DAG",2,2791
"2792","RFC3","Sph",2,2792
"2793","RFC3","FA",2,2793
"2794","RPL30","FA",2,2794
"2795","BCS1L","FA",2,2795
"2796","POLD1","FA",2,2796
"2797","PLAA","FA",2,2797
"2798","SEC24C","FA",2,2798
"2799","KRT20","Sph",2,2799
"2800","C2orf18","DAG",2,2800
"2801","PGK1","Sph",2,2801
"2802","RAP1B","Sph",2,2802
"2803","SH3BP4","FA",2,2803
"2804","H2AFY","Sph",2,2804
"2805","MCM3","FA",2,2805
"2806","RPL4","Sph",2,2806
"2807","TOMM70A","Sph",2,2807
"2808","MRPL39","FA",2,2808
"2809","PSMC5","FA",2,2809
"2810","REEP5","Sph",2,2810
"2811","TES","Sph",2,2811
"2812","RPS27L","Sph",2,2812
"2813","PALLD","FA",2,2813
"2814","RBM14","Sph",2,2814
"2815","MTCH1","Sph",2,2815
"2816","GEMIN5","FA",2,2816
"2817","FERMT2","FA",2,2817
"2818","CSDE1","FA",2,2818
"2819","GNB2","Sph",2,2819
"2820","GNB2","FA",2,2820
"2821","PDHB","Sph",2,2821
"2822","GNB1","Sph",2,2822
"2823","GSTP1","Sph",2,2823
"2824","GSTP1","FA",2,2824
"2825","UQCRC2","FA",2,2825
"2826","GNB2L1","FA",2,2826
"2827","HDGF","DAG",2,2827
"2828","NHP2","DAG",2,2828
"2829","TOMM22","DAG",2,2829
"2830","ACTL6A","FA",2,2830
"2831","STX4","DAG",2,2831
"2832","WDR43","DAG",2,2832
"2833","HAT1","DAG",2,2833
"2834","MRPL48","FA",2,2834
"2835","FECH","FA",2,2835
"2836","POLDIP2","FA",2,2836
"2837","POLDIP2","DAG",2,2837
"2838","PSMB4","FA",2,2838
"2839","FDPS","FA",2,2839
"2840","ATP6V1A","FA",2,2840
"2841","AARS","FA",2,2841
"2842","DYNC1I2","FA",2,2842
"2843","PPA2","FA",2,2843
"2844","CUL4A","FA",2,2844
"2845","GSTM3","FA",2,2845
"2846","GATAD2B","FA",2,2846
"2847","GATAD2B","DAG",2,2847
"2848","CDC37","FA",2,2848
"2849","GSPT1","FA",2,2849
"2850","ME2","DAG",2,2850
"2851","ABHD10","FA",2,2851
"2852","NADKD1","DAG",2,2852
"2853","KLC2","DAG",2,2853
"2854","ATXN2L","FA",2,2854
"2855","SUCLA2","FA",2,2855
"2856","PSMA1","FA",2,2856
"2857","CARS2","FA",2,2857
"2858","CARS2","DAG",2,2858
"2859","PPOX","DAG",2,2859
"2860","RAD21","DAG",2,2860
"2861","CTPS1","DAG",2,2861
"2862","SYNGR2","Sph",2,2862
"2863","RPS7","DAG",2,2863
"2864","NRD1","DAG",2,2864
"2865","EXOSC9","DAG",2,2865
"2866","PLA2G4A","DAG",2,2866
"2867","PTGES3","DAG",2,2867
"2868","UBAC2","DAG",2,2868
"2869","SUGT1","DAG",2,2869
"2870","ATP5L","DAG",2,2870
"2871","RAP2A","DAG",2,2871
"2872","EIF3G","DAG",2,2872
"2873","HARSL","DAG",2,2873
"2874","KLC1","DAG",2,2874
"2875","CKB","DAG",2,2875
"2876","ECHDC1","DAG",2,2876
"2877","NXF1","DAG",2,2877
"2878","UBE2M","DAG",2,2878
"2879","FARSB","DAG",2,2879
"2880","SH3GL1","DAG",2,2880
"2881","WDR74","DAG",2,2881
"2882","RPS13","DAG",2,2882
"2883","SERPINB5","DAG",2,2883
"2884","DAP3","DAG",2,2884
"2885","AUP1","DAG",2,2885
"2886","COPS4","DAG",2,2886
"2887","DMD","DAG",2,2887
"2888","UBA2","DAG",2,2888
"2889","USP5","DAG",2,2889
"2890","PPP2R2A","DAG",2,2890
"2891","PIPSL","DAG",2,2891
"2892","CHST3","Sph",2.5,2892
"2893","APLP2","Sph",2.5,2893
"2894","RAB31","Sph",2.5,2894
"2895","S100A8","Sph",2.5,2895
"2896","HEXB","Sph",2.5,2896
"2897","C1orf27","Sph",2.5,2897
"2898","KDELR1","Sph",2.5,2898
"2899","BCAP29","Sph",2.5,2899
"2900","YKT6","Sph",2.5,2900
"2901","KRT23","FA",2.5,2901
"2902","CCDC47","DAG",2.5,2902
"2903","ECE1","DAG",2.5,2903
"2904","NAP1L1","Sph",2.5,2904
"2905","ATL2","Sph",2.5,2905
"2906","RPL13A","Sph",2.5,2906
"2907","NOTCH2","Sph",2.5,2907
"2908","LAMA5","Sph",2.5,2908
"2909","SPECC1","Sph",2.5,2909
"2910","DNAJC1","FA",2.5,2910
"2911","DNAJC1","DAG",2.5,2911
"2912","CTAGE5","FA",2.5,2912
"2913","SCAMP2","Sph",2.5,2913
"2914","RAB1B","DAG",2.5,2914
"2915","G3BP2","Sph",2.5,2915
"2916","APOB","FA",2.5,2916
"2917","SERINC1","Sph",2.5,2917
"2918","ARL6IP5","DAG",2.5,2918
"2919","CCPG1","Sph",2.5,2919
"2920","PLD3","Sph",2.5,2920
"2921","NPR3","Sph",2.5,2921
"2922","PSMB7","DAG",2.5,2922
"2923","SAR1B","Sph",2.5,2923
"2924","SAR1B","DAG",2.5,2924
"2925","SAMM50","DAG",2.5,2925
"2926","LAMC1","FA",2.5,2926
"2927","GNAS","DAG",2.5,2927
"2928","ERP44","FA",2.5,2928
"2929","ERP44","DAG",2.5,2929
"2930","GOLPH3","Sph",2.5,2930
"2931","WLS","DAG",2.5,2931
"2932","IKBIP","FA",2.5,2932
"2933","IKBIP","DAG",2.5,2933
"2934","HSD17B12","DAG",2.5,2934
"2935","NUP37","Sph",2.5,2935
"2936","ERGIC1","DAG",2.5,2936
"2937","HDAC2","Sph",2.5,2937
"2938","HDAC2","DAG",2.5,2938
"2939","RPL10A","Sph",2.5,2939
"2940","VPS35","DAG",2.5,2940
"2941","FLG2","FA",2.5,2941
"2942","PCYT1A","FA",2.5,2942
"2943","ITGA5","Sph",2.5,2943
"2944","PLOD1","DAG",2.5,2944
"2945","FXR1","DAG",2.5,2945
"2946","AKAP9","Sph",2.5,2946
"2947","AKAP9","DAG",2.5,2947
"2948","SLC27A2","Sph",2.5,2948
"2949","LMO7","Sph",2.5,2949
"2950","GHITM","FA",2.5,2950
"2951","COPB2","FA",2.5,2951
"2952","TMX1","FA",2.5,2952
"2953","SCARB1","FA",2.5,2953
"2954","TIMM50","FA",2.5,2954
"2955","GNAI3","FA",2.5,2955
"2956","UNC84A","FA",2.5,2956
"2957","NCSTN","Sph",2.5,2957
"2958","ITPR1","Sph",2.5,2958
"2959","TMEM106B","Sph",2.5,2959
"2960","PSMB1","Sph",2.5,2960
"2961","SEPT11","Sph",2.5,2961
"2962","SEPT11","DAG",2.5,2962
"2963","NDUFB10","Sph",2.5,2963
"2964","NDUFB10","DAG",2.5,2964
"2965","MYL12A","Sph",2.5,2965
"2966","MYL12A","DAG",2.5,2966
"2967","RDH11","Sph",2.5,2967
"2968","HDAC1","DAG",2.5,2968
"2969","VAPA","Sph",2.5,2969
"2970","FAM129B","Sph",2.5,2970
"2971","IPO7","DAG",2.5,2971
"2972","LAMA4","DAG",2.5,2972
"2973","EIF3A","Sph",2.5,2973
"2974","EIF3A","DAG",2.5,2974
"2975","LRRFIP1","Sph",2.5,2975
"2976","LRRFIP1","DAG",2.5,2976
"2977","UTP20","DAG",2.5,2977
"2978","SLC7A1","DAG",2.5,2978
"2979","ADAM9","DAG",2.5,2979
"2980","CSDA","Sph",2.5,2980
"2981","CSDA","DAG",2.5,2981
"2982","TXNRD1","DAG",2.5,2982
"2983","VASP","DAG",2.5,2983
"2984","C19orf21","DAG",2.5,2984
"2985","L1CAM","FA",2.5,2985
"2986","CLCC1","FA",2.5,2986
"2987","APMAP","FA",2.5,2987
"2988","FEN1","DAG",2.5,2988
"2989","GOLGA3","FA",2.5,2989
"2990","C1QBP","Sph",2.5,2990
"2991","TMED7-TICAM2","DAG",2.5,2991
"2992","CBX3","FA",2.5,2992
"2993","DCTN1","DAG",2.5,2993
"2994","SRP54","DAG",2.5,2994
"2995","PLOD3","DAG",2.5,2995
"2996","RPS14","FA",2.5,2996
"2997","RPS14","DAG",2.5,2997
"2998","PRDX2","FA",2.5,2998
"2999","PSMD11","DAG",2.5,2999
"3000","EEF1B2","FA",2.5,3000
"3001","TSFM","DAG",2.5,3001
"3002","PPFIBP1","FA",2.5,3002
"3003","SLC25A6","FA",2.5,3003
"3004","EDIL3","FA",2.5,3004
"3005","ANXA6","FA",2.5,3005
"3006","SLC25A20","FA",2.5,3006
"3007","CFL1","FA",2.5,3007
"3008","RIF1","FA",2.5,3008
"3009","SLC38A1","DAG",2.5,3009
"3010","RPL14","Sph",2.5,3010
"3011","ALG1","DAG",2.5,3011
"3012","EBNA1BP2","Sph",2.5,3012
"3013","EBNA1BP2","DAG",2.5,3013
"3014","RCN1","Sph",2.5,3014
"3015","CD81","Sph",2.5,3015
"3016","SET","Sph",2.5,3016
"3017","AKAP2","DAG",2.5,3017
"3018","PACSIN3","DAG",2.5,3018
"3019","ATP1B1","Sph",2.5,3019
"3020","CDC73","DAG",2.5,3020
"3021","RBBP7","Sph",2.5,3021
"3022","TGM2","FA",2.5,3022
"3023","AHCTF1","Sph",2.5,3023
"3024","RPN2","FA",2.5,3024
"3025","DHX15","FA",2.5,3025
"3026","RTN4","FA",2.5,3026
"3027","COX4I1","Sph",2.5,3027
"3028","HTATIP2","Sph",2.5,3028
"3029","MARCH5","Sph",2.5,3029
"3030","RPS11","Sph",2.5,3030
"3031","HMGB1","DAG",2.5,3031
"3032","WDR3","DAG",2.5,3032
"3033","FYN","DAG",2.5,3033
"3034","RPS9","Sph",2.5,3034
"3035","IMPDH2","Sph",2.5,3035
"3036","EFTUD2","FA",2.5,3036
"3037","CSNK1A1","Sph",2.5,3037
"3038","SCO2","Sph",2.5,3038
"3039","SCO2","DAG",2.5,3039
"3040","RPS25","Sph",2.5,3040
"3041","RPL31","DAG",2.5,3041
"3042","ERLIN1","DAG",2.5,3042
"3043","VAMP7","DAG",2.5,3043
"3044","PDS5A","Sph",2.5,3044
"3045","ZYX","DAG",2.5,3045
"3046","ERC1","FA",2.5,3046
"3047","TMEM30A","DAG",2.5,3047
"3048","HTRA1","FA",2.5,3048
"3049","TPP2","Sph",2.5,3049
"3050","EIF4G1","FA",2.5,3050
"3051","RPL27A","Sph",2.5,3051
"3052","DSG2","FA",2.5,3052
"3053","EIF3C","FA",2.5,3053
"3054","CNP","Sph",2.5,3054
"3055","MYO1C","FA",2.5,3055
"3056","MYO1B","Sph",2.5,3056
"3057","PTPRF","Sph",2.5,3057
"3058","FAM120A","Sph",2.5,3058
"3059","NOP56","Sph",2.5,3059
"3060","NOP56","FA",2.5,3060
"3061","RECQL","Sph",2.5,3061
"3062","AP2B1","FA",2.5,3062
"3063","YTHDF1","DAG",2.5,3063
"3064","RPL28","DAG",2.5,3064
"3065","RAB35","Sph",2.5,3065
"3066","NUP210","Sph",2.5,3066
"3067","SEC61B","DAG",2.5,3067
"3068","EIF4A3","FA",2.5,3068
"3069","GCN1L1","Sph",2.5,3069
"3070","LGALS1","Sph",2.5,3070
"3071","XRN2","DAG",2.5,3071
"3072","CHD3","DAG",2.5,3072
"3073","GPD2","FA",2.5,3073
"3074","RAB5B","Sph",2.5,3074
"3075","PBXIP1","DAG",2.5,3075
"3076","EIF6","DAG",2.5,3076
"3077","SF3B2","Sph",2.5,3077
"3078","SF3B2","FA",2.5,3078
"3079","MBOAT7","FA",2.5,3079
"3080","YWHAQ","FA",2.5,3080
"3081","NCBP1","FA",2.5,3081
"3082","SRSF9","DAG",2.5,3082
"3083","CAP1","FA",2.5,3083
"3084","TXN","DAG",2.5,3084
"3085","ALCAM","FA",2.5,3085
"3086","ALCAM","DAG",2.5,3086
"3087","YWHAZ","FA",2.5,3087
"3088","RPS27","FA",2.5,3088
"3089","RAP1A","Sph",2.5,3089
"3090","ATP6V0A1","DAG",2.5,3090
"3091","ITGA11","Sph",2.5,3091
"3092","ITGA11","DAG",2.5,3092
"3093","RRAS2","Sph",2.5,3093
"3094","SNRPD2","Sph",2.5,3094
"3095","RAN","FA",2.5,3095
"3096","ELAVL1","Sph",2.5,3096
"3097","TBL3","Sph",2.5,3097
"3098","SRPR","Sph",2.5,3098
"3099","NOP2","Sph",2.5,3099
"3100","CS","Sph",2.5,3100
"3101","BST2","DAG",2.5,3101
"3102","FLOT1","DAG",2.5,3102
"3103","KHSRP","DAG",2.5,3103
"3104","HIST1H1B","Sph",2.5,3104
"3105","HIST1H1B","FA",2.5,3105
"3106","PNKD","DAG",2.5,3106
"3107","RPS5","DAG",2.5,3107
"3108","BZW1","Sph",2.5,3108
"3109","GARS","DAG",2.5,3109
"3110","RUVBL2","Sph",2.5,3110
"3111","FLII","DAG",2.5,3111
"3112","PRPF4","DAG",2.5,3112
"3113","HADHB","Sph",2.5,3113
"3114","SLC25A12","Sph",2.5,3114
"3115","PGAM5","FA",2.5,3115
"3116","PAWR","FA",2.5,3116
"3117","RHOA","Sph",2.5,3117
"3118","DDX1","FA",2.5,3118
"3119","GLUD1","Sph",2.5,3119
"3120","MTHFD1L","Sph",2.5,3120
"3121","RAB5C","Sph",2.5,3121
"3122","RPS6","Sph",2.5,3122
"3123","PTPN1","Sph",2.5,3123
"3124","AP1B1","FA",2.5,3124
"3125","PTGFRN","FA",2.5,3125
"3126","RAD50","FA",2.5,3126
"3127","SEPT2","DAG",2.5,3127
"3128","RPL11","DAG",2.5,3128
"3129","ABCF2","DAG",2.5,3129
"3130","MKI67IP","DAG",2.5,3130
"3131","UBXN4","DAG",2.5,3131
"3132","FUS","DAG",2.5,3132
"3133","RPSA","Sph",2.5,3133
"3134","OGT","DAG",2.5,3134
"3135","DHX30","Sph",2.5,3135
"3136","CRYZ","DAG",2.5,3136
"3137","EHD4","DAG",2.5,3137
"3138","RPL30","Sph",2.5,3138
"3139","HNRNPD","DAG",2.5,3139
"3140","FKBP8","FA",2.5,3140
"3141","AKAP1","DAG",2.5,3141
"3142","XPO5","DAG",2.5,3142
"3143","MARS","FA",2.5,3143
"3144","BCS1L","DAG",2.5,3144
"3145","RG9MTD1","FA",2.5,3145
"3146","POLD1","DAG",2.5,3146
"3147","SSFA2","DAG",2.5,3147
"3148","PNPT1","DAG",2.5,3148
"3149","THRAP3","Sph",2.5,3149
"3150","RAP1B","FA",2.5,3150
"3151","PPP1CB","FA",2.5,3151
"3152","PDCD6IP","FA",2.5,3152
"3153","H2AFY","FA",2.5,3153
"3154","MCM3","Sph",2.5,3154
"3155","YWHAH","Sph",2.5,3155
"3156","SMC2","FA",2.5,3156
"3157","GTF2I","FA",2.5,3157
"3158","TARDBP","FA",2.5,3158
"3159","TES","FA",2.5,3159
"3160","RPS27L","FA",2.5,3160
"3161","UBA1","Sph",2.5,3161
"3162","PHLDB2","FA",2.5,3162
"3163","CSRP1","Sph",2.5,3163
"3164","CSRP1","FA",2.5,3164
"3165","CSDE1","Sph",2.5,3165
"3166","GNB1","FA",2.5,3166
"3167","PPP2R1A","FA",2.5,3167
"3168","ZFR","FA",2.5,3168
"3169","ECHS1","Sph",2.5,3169
"3170","GNB2L1","Sph",2.5,3170
"3171","GNB4","FA",2.5,3171
"3172","WDR43","FA",2.5,3172
"3173","RBM4","FA",2.5,3173
"3174","FDPS","DAG",2.5,3174
"3175","RPS28","DAG",2.5,3175
"3176","DYNC1I2","DAG",2.5,3176
"3177","PPA2","DAG",2.5,3177
"3178","IGF2BP3","FA",2.5,3178
"3179","CUL4A","DAG",2.5,3179
"3180","ACAD9","Sph",2.5,3180
"3181","PRDX6","DAG",2.5,3181
"3182","PPP1R12A","FA",2.5,3182
"3183","LIMCH1","DAG",2.5,3183
"3184","PSMA1","DAG",2.5,3184
"3185","HIBADH","FA",2.5,3185
"3186","RHOG","DAG",2.5,3186
"3187","GLRX3","DAG",2.5,3187
"3188","RAB13","DAG",2.5,3188
"3189","GMPS","DAG",2.5,3189
"3190","ETF1","DAG",2.5,3190
"3191","ARCN1","DAG",2.5,3191
"3192","FAM49B","DAG",2.5,3192
"3193","MSH6","DAG",2.5,3193
"3194","CAPN2","DAG",2.5,3194
"3195","HIBCH","DAG",2.5,3195
"3196","RPL35A","DAG",2.5,3196
"3197","RFC2","FA",2.5,3197
"3198","DUT","DAG",2.5,3198
"3199","IPO8","DAG",2.5,3199
"3200","PMPCB","FA",2.5,3200
"3201","USMG5","DAG",2.5,3201
"3202","STRAP","DAG",2.5,3202
"3203","PSMD4","DAG",2.5,3203
"3204","GSTK1","DAG",2.5,3204
"3205","ABCE1","DAG",2.5,3205
"3206","LTA4H","DAG",2.5,3206
"3207","TSR1","DAG",2.5,3207
"3208","MAP1B","DAG",2.5,3208
"3209","CTSB","Sph",3,3209
"3210","HEBP1","Sph",3,3210
"3211","PODXL","Sph",3,3211
"3212","PGD","DAG",3,3212
"3213","KRT33A","DAG",3,3213
"3214","VMP1","Sph",3,3214
"3215","CD97","Sph",3,3215
"3216","SPECC1","FA",3,3216
"3217","CTAGE5","DAG",3,3217
"3218","RAB10","DAG",3,3218
"3219","DSTN","Sph",3,3219
"3220","PSMB5","Sph",3,3220
"3221","PSMB5","FA",3,3221
"3222","PSMB5","DAG",3,3222
"3223","PUF60","FA",3,3223
"3224","PUF60","DAG",3,3224
"3225","SRSF6","FA",3,3225
"3226","PON2","DAG",3,3226
"3227","SLC25A10","FA",3,3227
"3228","TMX2","Sph",3,3228
"3229","PSMB7","Sph",3,3229
"3230","TBL2","FA",3,3230
"3231","DAGLB","Sph",3,3231
"3232","RAB21","Sph",3,3232
"3233","USO1","FA",3,3233
"3234","APP","DAG",3,3234
"3235","PLXNB2","DAG",3,3235
"3236","THOC1","Sph",3,3236
"3237","NUP85","FA",3,3237
"3238","NACA","Sph",3,3238
"3239","RAB2A","FA",3,3239
"3240","MAN2A1","Sph",3,3240
"3241","TM9SF1","Sph",3,3241
"3242","DHRS1","DAG",3,3242
"3243","GLG1","FA",3,3243
"3244","ATP2B1","FA",3,3244
"3245","EPDR1","Sph",3,3245
"3246","NPC1","DAG",3,3246
"3247","ERGIC1","Sph",3,3247
"3248","DKC1","Sph",3,3248
"3249","DKC1","DAG",3,3249
"3250","HLA-A","FA",3,3250
"3251","SCARB2","FA",3,3251
"3252","SCARB2","DAG",3,3252
"3253","PCYT1A","Sph",3,3253
"3254","P4HA2","DAG",3,3254
"3255","HLA-A","FA",3,3255
"3256","GNAI2","FA",3,3256
"3257","SGPL1","DAG",3,3257
"3258","SLC35B2","Sph",3,3258
"3259","PLOD1","Sph",3,3259
"3260","FXR1","Sph",3,3260
"3261","CLPTM1L","FA",3,3261
"3262","CPSF1","Sph",3,3262
"3263","TOR1AIP1","Sph",3,3263
"3264","TOR1AIP1","DAG",3,3264
"3265","TOR1AIP1","Sph",3,3265
"3266","TOR1AIP1","DAG",3,3266
"3267","SLC27A2","DAG",3,3267
"3268","CNTNAP1","Sph",3,3268
"3269","GHITM","Sph",3,3269
"3270","RDH11","DAG",3,3270
"3271","OXA1L","Sph",3,3271
"3272","CAPZA1","DAG",3,3272
"3273","VAPA","DAG",3,3273
"3274","RRM1","DAG",3,3274
"3275","LAMA4","Sph",3,3275
"3276","STXBP3","DAG",3,3276
"3277","LMAN2","FA",3,3277
"3278","SLC7A1","Sph",3,3278
"3279","ADAM9","Sph",3,3279
"3280","TGM3","Sph",3,3280
"3281","PCNA","DAG",3,3281
"3282","GOLGA3","Sph",3,3282
"3283","ARF5","FA",3,3283
"3284","HLA-A","FA",3,3284
"3285","TMEM126A","FA",3,3285
"3286","TMED7-TICAM2","Sph",3,3286
"3287","CBX3","Sph",3,3287
"3288","PLOD3","FA",3,3288
"3289","EEF1G","Sph",3,3289
"3290","SSB","DAG",3,3290
"3291","CAPRIN1","Sph",3,3291
"3292","CAPRIN1","DAG",3,3292
"3293","PRDX2","Sph",3,3293
"3294","ACIN1","DAG",3,3294
"3295","TSFM","FA",3,3295
"3296","RPS18","Sph",3,3296
"3297","LONP1","DAG",3,3297
"3298","MCCC1","FA",3,3298
"3299","GALNT2","FA",3,3299
"3300","RPL19","Sph",3,3300
"3301","LPCAT1","Sph",3,3301
"3302","DBN1","FA",3,3302
"3303","DBN1","DAG",3,3303
"3304","EIF3B","Sph",3,3304
"3305","CLPTM1","FA",3,3305
"3306","HK2","FA",3,3306
"3307","WNT5A","FA",3,3307
"3308","RPL14","DAG",3,3308
"3309","RCN1","DAG",3,3309
"3310","RUVBL1","Sph",3,3310
"3311","RPS2","DAG",3,3311
"3312","DDX23","DAG",3,3312
"3313","SET","DAG",3,3313
"3314","PGRMC1","FA",3,3314
"3315","RBBP7","FA",3,3315
"3316","RBBP7","DAG",3,3316
"3317","TGM2","DAG",3,3317
"3318","LRRC59","FA",3,3318
"3319","KRAS","DAG",3,3319
"3320","AP2A2","DAG",3,3320
"3321","CSNK1A1","FA",3,3321
"3322","RPS25","DAG",3,3322
"3323","HP1BP3","DAG",3,3323
"3324","CFL2","DAG",3,3324
"3325","CHST14","DAG",3,3325
"3326","SRSF7","Sph",3,3326
"3327","RHOC","Sph",3,3327
"3328","AAAS","DAG",3,3328
"3329","ABCD3","DAG",3,3329
"3330","RPS17","DAG",3,3330
"3331","CAT","FA",3,3331
"3332","PYCR2","DAG",3,3332
"3333","INF2","Sph",3,3333
"3334","MDN1","DAG",3,3334
"3335","KHDRBS1","DAG",3,3335
"3336","SMU1","Sph",3,3336
"3337","LMAN1","FA",3,3337
"3338","ACO2","FA",3,3338
"3339","PABPC4","FA",3,3339
"3340","FAM120A","FA",3,3340
"3341","RECQL","FA",3,3341
"3342","PSMD1","Sph",3,3342
"3343","PPIA","FA",3,3343
"3344","FDFT1","FA",3,3344
"3345","PYCR1","Sph",3,3345
"3346","NAT10","FA",3,3346
"3347","DDX24","Sph",3,3347
"3348","DDX24","FA",3,3348
"3349","RCC2","DAG",3,3349
"3350","RAB8A","DAG",3,3350
"3351","FLOT2","DAG",3,3351
"3352","RSL1D1","DAG",3,3352
"3353","GNA13","Sph",3,3353
"3354","LSS","FA",3,3354
"3355","SCP2","FA",3,3355
"3356","FUBP3","Sph",3,3356
"3357","MBOAT7","Sph",3,3357
"3358","CHCHD3","Sph",3,3358
"3359","CHCHD3","FA",3,3359
"3360","CAP1","Sph",3,3360
"3361","HSD17B4","FA",3,3361
"3362","RPS8","FA",3,3362
"3363","GOT2","Sph",3,3363
"3364","COPB1","Sph",3,3364
"3365","NUP98","Sph",3,3365
"3366","MAGT1","Sph",3,3366
"3367","CAPZB","FA",3,3367
"3368","ANLN","Sph",3,3368
"3369","TRIM28","Sph",3,3369
"3370","ALDOA","FA",3,3370
"3371","SCD","Sph",3,3371
"3372","CYFIP1","DAG",3,3372
"3373","ALDH2","Sph",3,3373
"3374","ERLIN2","DAG",3,3374
"3375","UHRF1","DAG",3,3375
"3376","ITGA3","DAG",3,3376
"3377","ETFB","FA",3,3377
"3378","NUP107","DAG",3,3378
"3379","AFG3L2","DAG",3,3379
"3380","FBN1","Sph",3,3380
"3381","RCC1","FA",3,3381
"3382","RAN","Sph",3,3382
"3383","SFXN1","Sph",3,3383
"3384","EIF3L","FA",3,3384
"3385","MACF1","FA",3,3385
"3386","SKIV2L2","FA",3,3386
"3387","UTRN","FA",3,3387
"3388","IARS","FA",3,3388
"3389","FAM3C","Sph",3,3389
"3390","FAM3C","DAG",3,3390
"3391","NSDHL","DAG",3,3391
"3392","SRP72","DAG",3,3392
"3393","ALDH9A1","DAG",3,3393
"3394","HNRNPH3","Sph",3,3394
"3395","YWHAG","Sph",3,3395
"3396","RAB14","DAG",3,3396
"3397","RPL18A","DAG",3,3397
"3398","RAB5A","DAG",3,3398
"3399","GPS1","FA",3,3399
"3400","GPS1","DAG",3,3400
"3401","FSCN1","DAG",3,3401
"3402","PGAM5","DAG",3,3402
"3403","L2HGDH","FA",3,3403
"3404","ECI2","FA",3,3404
"3405","LAS1L","FA",3,3405
"3406","DECR1","FA",3,3406
"3407","HSPB1","DAG",3,3407
"3408","GPX8","DAG",3,3408
"3409","DDX46","DAG",3,3409
"3410","LPCAT2","DAG",3,3410
"3411","PPM1G","DAG",3,3411
"3412","UQCRC1","FA",3,3412
"3413","RPS19","DAG",3,3413
"3414","CAD","FA",3,3414
"3415","DRG1","DAG",3,3415
"3416","MARS","DAG",3,3416
"3417","PLAA","DAG",3,3417
"3418","SEC24C","DAG",3,3418
"3419","NASP","FA",3,3419
"3420","STT3B","Sph",3,3420
"3421","RPL4","FA",3,3421
"3422","RBM28","DAG",3,3422
"3423","CLPB","DAG",3,3423
"3424","HSD17B11","DAG",3,3424
"3425","SLC27A4","DAG",3,3425
"3426","ATRX","DAG",3,3426
"3427","ACTR3","DAG",3,3427
"3428","NFXL1","DAG",3,3428
"3429","ERAL1","DAG",3,3429
"3430","WDR36","DAG",3,3430
"3431","DLG1","DAG",3,3431
"3432","ACLY","Sph",3,3432
"3433","PSMC5","DAG",3,3433
"3434","RBM14","FA",3,3434
"3435","NR3C1","DAG",3,3435
"3436","RPS4X","Sph",3,3436
"3437","MTHFD1","FA",3,3437
"3438","CNN2","FA",3,3438
"3439","PSMA4","DAG",3,3439
"3440","BAG2","FA",3,3440
"3441","STX4","FA",3,3441
"3442","IGF2BP3","DAG",3,3442
"3443","ANXA11","DAG",3,3443
"3444","CDKN2AIP","FA",3,3444
"3445","EIF3E","DAG",3,3445
"3446","CDC37","DAG",3,3446
"3447","MRPL37","FA",3,3447
"3448","MRPL37","DAG",3,3448
"3449","NUDC","DAG",3,3449
"3450","G6PD","DAG",3,3450
"3451","ATXN2L","DAG",3,3451
"3452","SUCLA2","DAG",3,3452
"3453","GRSF1","FA",3,3453
"3454","DDX19A","DAG",3,3454
"3455","NCAPD2","DAG",3,3455
"3456","NME1","FA",3,3456
"3457","HSPA4L","DAG",3,3457
"3458","GGCT","DAG",3,3458
"3459","PSMA3","DAG",3,3459
"3460","USP14","DAG",3,3460
"3461","SCYL1","DAG",3,3461
"3462","STXBP1","DAG",3,3462
"3463","CPNE1","DAG",3,3463
"3464","MSH2","DAG",3,3464
"3465","CDK9","DAG",3,3465
"3466","SEC24D","DAG",3,3466
"3467","LMBRD2","Sph",3.5,3467
"3468","RDX","DAG",3.5,3468
"3469","EIF5","FA",3.5,3469
"3470","SNX5","Sph",3.5,3470
"3471","RPL27","Sph",3.5,3471
"3472","TIMMDC1","Sph",3.5,3472
"3473","SDF4","Sph",3.5,3473
"3474","ROCK2","DAG",3.5,3474
"3475","IFITM2","Sph",3.5,3475
"3476","DSTN","DAG",3.5,3476
"3477","SEC13","Sph",3.5,3477
"3478","SNX6","Sph",3.5,3478
"3479","IGF2R","FA",3.5,3479
"3480","EZR","DAG",3.5,3480
"3481","ALDH3A2","FA",3.5,3481
"3482","ESYT2","DAG",3.5,3482
"3483","DHCR7","DAG",3.5,3483
"3484","SAMM50","Sph",3.5,3484
"3485","KPNA2","FA",3.5,3485
"3486","APP","FA",3.5,3486
"3487","PLXNB2","FA",3.5,3487
"3488","NUP85","Sph",3.5,3488
"3489","NUP85","DAG",3.5,3489
"3490","LEPRE1","Sph",3.5,3490
"3491","SPTLC1","FA",3.5,3491
"3492","PPL","DAG",3.5,3492
"3493","COL1A1","Sph",3.5,3493
